cms_certification_number_ccn,facility_name,address_line_1,address_line_2,city,state,zip_code,county_name,phone_number,cms_region,measure_code,score,footnote,start_date,end_date
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_006_01_CI_LOWER,Not Available,7,01/01/2019,12/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_006_01_CI_UPPER,Not Available,7,01/01/2019,12/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_006_01_COMP_PERF,Not Available,7,01/01/2019,12/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_006_01_DOPC_DAYS,198,,01/01/2019,12/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_006_01_ELIGCASES,0.330,,01/01/2019,12/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_006_01_NUMERATOR,2,,01/01/2019,12/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_006_01_SIR,Not Available,7,01/01/2019,12/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_008_02_DENOMINATOR,215,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_008_02_NUMERATOR,214,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_008_02_OBS_RATE,99.5,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_009_04_ADJ_CHG_SFCR_SCORE,7.5,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_009_04_DENOMINATOR,172,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_009_04_OBS_CHG_SFCR_SCORE,9.3,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_010_04_ADJ_CHG_MOBL_SCORE,24.7,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_010_04_DENOMINATOR,172,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_010_04_OBS_CHG_MOBL_SCORE,28.0,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_011_04_DENOMINATOR,172,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_011_04_NUMERATOR,41,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_011_04_OBS_RATE,23.8,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_012_04_DENOMINATOR,172,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_012_04_NUMERATOR,67,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_012_04_OBS_RATE,39.0,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_013_01_DENOMINATOR,215,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_013_01_NUMERATOR,0,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_013_01_OBS_RATE,0.0,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_015_01_CI_LOWER,0.032,,01/01/2019,12/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_015_01_CI_UPPER,3.116,,01/01/2019,12/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_015_01_COMP_PERF,No Different than the National Benchmark,,01/01/2019,12/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_015_01_DOPC_DAYS,5293,,01/01/2019,12/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_015_01_ELIGCASES,1.583,,01/01/2019,12/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_015_01_NUMERATOR,1,,01/01/2019,12/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_015_01_SIR,0.632,,01/01/2019,12/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_016_01_DENOMINATOR,106,,10/01/2018,03/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_016_01_NUMERATOR,97,,10/01/2018,03/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_016_01_OBS_RATE,91.5,,10/01/2018,03/31/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_017_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_017_01_PPR_PD_OBS,6.84,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_017_01_PPR_PD_OBS_READM,24,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_017_01_PPR_PD_RSRR,7.29,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_017_01_PPR_PD_RSRR_2_5,5.88,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_017_01_PPR_PD_RSRR_97_5,9.06,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_017_01_PPR_PD_VOLUME,351,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_018_01_PPR_WI_COMP_PERF,Worse than the National Rate,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_018_01_PPR_WI_OBS,7.92,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_018_01_PPR_WI_OBS_READM,32,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_018_01_PPR_WI_RSRR,6.49,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_018_01_PPR_WI_RSRR_2_5,4.81,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_018_01_PPR_WI_RSRR_97_5,8.61,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_018_01_PPR_WI_VOLUME,404,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_019_02_DTC_COMP_PERF,Worse than the National Rate,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_019_02_DTC_NUMBER,146,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_019_02_DTC_OBS_RATE,36.96,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_019_02_DTC_RS_RATE,41.27,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_019_02_DTC_RS_RATE_2_5,36.77,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_019_02_DTC_RS_RATE_97_5,45.81,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_019_02_DTC_VOLUME,395,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_020_01_MSPB_NUMB,326,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_020_01_MSPB_SCORE,1.16,,10/01/2017,09/30/2019
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_021_01_DENOMINATOR,215,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_021_01_NUMERATOR,215,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_021_01_OBS_RATE,100.0,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_022_01_ADJ_RATE,0.0,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_022_01_DENOMINATOR,213,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_022_01_NUMERATOR,0,,07/01/2020,03/31/2021
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,I_022_01_OBS_RATE,0.0,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_006_01_CI_LOWER,Not Available,6,01/01/2019,12/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_006_01_CI_UPPER,1.036,,01/01/2019,12/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_006_01_COMP_PERF,No Different than the National Benchmark,,01/01/2019,12/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_006_01_DOPC_DAYS,1061,,01/01/2019,12/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_006_01_ELIGCASES,2.891,,01/01/2019,12/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_006_01_NUMERATOR,0,,01/01/2019,12/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_006_01_SIR,0.000,,01/01/2019,12/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_008_02_DENOMINATOR,672,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_008_02_NUMERATOR,671,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_008_02_OBS_RATE,99.9,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_009_04_ADJ_CHG_SFCR_SCORE,11.4,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_009_04_DENOMINATOR,567,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_009_04_OBS_CHG_SFCR_SCORE,12.0,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_010_04_ADJ_CHG_MOBL_SCORE,25.2,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_010_04_DENOMINATOR,567,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_010_04_OBS_CHG_MOBL_SCORE,25.6,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_011_04_DENOMINATOR,567,,07/01/2020,03/31/2021
