cms_certification_number_ccn,facility_name,address_line_1,address_line_2,city,state,zip_code,county_name,phone_number,cms_region,measure_code,score,footnote,start_date,end_date
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_011_04_NUMERATOR,301,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_011_04_OBS_RATE,53.1,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_012_04_DENOMINATOR,567,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_012_04_NUMERATOR,207,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_012_04_OBS_RATE,36.5,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_013_01_DENOMINATOR,672,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_013_01_NUMERATOR,2,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_013_01_OBS_RATE,0.3,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_015_01_CI_LOWER,Not Available,6,01/01/2019,12/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_015_01_CI_UPPER,0.268,,01/01/2019,12/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_015_01_COMP_PERF,Better than the National Benchmark,,01/01/2019,12/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_015_01_DOPC_DAYS,21641,,01/01/2019,12/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_015_01_ELIGCASES,11.167,,01/01/2019,12/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_015_01_NUMERATOR,0,,01/01/2019,12/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_015_01_SIR,0.000,,01/01/2019,12/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_016_01_DENOMINATOR,261,,10/01/2018,03/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_016_01_NUMERATOR,239,,10/01/2018,03/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_016_01_OBS_RATE,91.6,,10/01/2018,03/31/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_017_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_017_01_PPR_PD_OBS,4.25,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_017_01_PPR_PD_OBS_READM,37,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_017_01_PPR_PD_RSRR,6.37,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_017_01_PPR_PD_RSRR_2_5,5.17,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_017_01_PPR_PD_RSRR_97_5,7.73,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_017_01_PPR_PD_VOLUME,871,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_018_01_PPR_WI_COMP_PERF,No Different than the National Rate,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_018_01_PPR_WI_OBS,3.99,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_018_01_PPR_WI_OBS_READM,39,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_018_01_PPR_WI_RSRR,4.28,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_018_01_PPR_WI_RSRR_2_5,3.30,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_018_01_PPR_WI_RSRR_97_5,5.38,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_018_01_PPR_WI_VOLUME,977,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_019_02_DTC_COMP_PERF,No Different than the National Rate,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_019_02_DTC_NUMBER,560,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_019_02_DTC_OBS_RATE,59.13,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_019_02_DTC_RS_RATE,63.21,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_019_02_DTC_RS_RATE_2_5,60.07,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_019_02_DTC_RS_RATE_97_5,66.38,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_019_02_DTC_VOLUME,947,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_020_01_MSPB_NUMB,795,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_020_01_MSPB_SCORE,1.08,,10/01/2017,09/30/2019
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_021_01_DENOMINATOR,672,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_021_01_NUMERATOR,670,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_021_01_OBS_RATE,99.7,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_022_01_ADJ_RATE,2.0,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_022_01_DENOMINATOR,672,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_022_01_NUMERATOR,15,,07/01/2020,03/31/2021
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_022_01_OBS_RATE,2.2,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_006_01_CI_LOWER,0.040,,01/01/2019,12/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_006_01_CI_UPPER,3.930,,01/01/2019,12/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_006_01_COMP_PERF,No Different than the National Benchmark,,01/01/2019,12/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_006_01_DOPC_DAYS,536,,01/01/2019,12/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_006_01_ELIGCASES,1.255,,01/01/2019,12/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_006_01_NUMERATOR,1,,01/01/2019,12/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_006_01_SIR,0.797,,01/01/2019,12/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_008_02_DENOMINATOR,401,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_008_02_NUMERATOR,401,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_008_02_OBS_RATE,100.0,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_009_04_ADJ_CHG_SFCR_SCORE,7.6,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_009_04_DENOMINATOR,334,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_009_04_OBS_CHG_SFCR_SCORE,8.3,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_010_04_ADJ_CHG_MOBL_SCORE,19.0,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_010_04_DENOMINATOR,334,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_010_04_OBS_CHG_MOBL_SCORE,19.3,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_011_04_DENOMINATOR,334,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_011_04_NUMERATOR,59,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_011_04_OBS_RATE,17.7,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_012_04_DENOMINATOR,334,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_012_04_NUMERATOR,61,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_012_04_OBS_RATE,18.3,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_013_01_DENOMINATOR,401,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_013_01_NUMERATOR,1,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_013_01_OBS_RATE,0.2,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_015_01_CI_LOWER,0.081,,01/01/2019,12/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_015_01_CI_UPPER,1.601,,01/01/2019,12/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_015_01_COMP_PERF,No Different than the National Benchmark,,01/01/2019,12/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_015_01_DOPC_DAYS,11548,,01/01/2019,12/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_015_01_ELIGCASES,4.127,,01/01/2019,12/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_015_01_NUMERATOR,2,,01/01/2019,12/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_015_01_SIR,0.485,,01/01/2019,12/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_016_01_DENOMINATOR,142,,10/01/2018,03/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_016_01_NUMERATOR,125,,10/01/2018,03/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_016_01_OBS_RATE,88.0,,10/01/2018,03/31/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_017_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_017_01_PPR_PD_OBS,5.43,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_017_01_PPR_PD_OBS_READM,45,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_017_01_PPR_PD_RSRR,6.64,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_017_01_PPR_PD_RSRR_2_5,5.41,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_017_01_PPR_PD_RSRR_97_5,8.11,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_017_01_PPR_PD_VOLUME,828,,10/01/2017,09/30/2019
