cms_certification_number_ccn,facility_name,address_line_1,address_line_2,city,state,zip_code,county_name,phone_number,cms_region,measure_code,score,footnote,start_date,end_date
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_018_01_PPR_WI_COMP_PERF,No Different than the National Rate,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_018_01_PPR_WI_OBS,5.32,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_018_01_PPR_WI_OBS_READM,49,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_018_01_PPR_WI_RSRR,5.20,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_018_01_PPR_WI_RSRR_2_5,4.05,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_018_01_PPR_WI_RSRR_97_5,6.59,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_018_01_PPR_WI_VOLUME,921,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_019_02_DTC_COMP_PERF,Worse than the National Rate,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_019_02_DTC_NUMBER,411,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_019_02_DTC_OBS_RATE,45.02,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_019_02_DTC_RS_RATE,48.57,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_019_02_DTC_RS_RATE_2_5,45.45,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_019_02_DTC_RS_RATE_97_5,51.80,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_019_02_DTC_VOLUME,913,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_020_01_MSPB_NUMB,842,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_020_01_MSPB_SCORE,1.14,,10/01/2017,09/30/2019
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_021_01_DENOMINATOR,401,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_021_01_NUMERATOR,399,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_021_01_OBS_RATE,99.5,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_022_01_ADJ_RATE,1.2,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_022_01_DENOMINATOR,400,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_022_01_NUMERATOR,6,,07/01/2020,03/31/2021
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,I_022_01_OBS_RATE,1.5,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_006_01_CI_LOWER,0.149,,01/01/2019,12/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_006_01_CI_UPPER,2.930,,01/01/2019,12/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_006_01_COMP_PERF,No Different than the National Benchmark,,01/01/2019,12/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_006_01_DOPC_DAYS,983,,01/01/2019,12/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_006_01_ELIGCASES,2.255,,01/01/2019,12/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_006_01_NUMERATOR,2,,01/01/2019,12/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_006_01_SIR,0.887,,01/01/2019,12/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_008_02_DENOMINATOR,499,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_008_02_NUMERATOR,499,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_008_02_OBS_RATE,100.0,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_009_04_ADJ_CHG_SFCR_SCORE,9.0,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_009_04_DENOMINATOR,455,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_009_04_OBS_CHG_SFCR_SCORE,10.4,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_010_04_ADJ_CHG_MOBL_SCORE,25.9,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_010_04_DENOMINATOR,455,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_010_04_OBS_CHG_MOBL_SCORE,29.1,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_011_04_DENOMINATOR,455,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_011_04_NUMERATOR,146,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_011_04_OBS_RATE,32.1,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_012_04_DENOMINATOR,455,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_012_04_NUMERATOR,177,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_012_04_OBS_RATE,38.9,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_013_01_DENOMINATOR,499,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_013_01_NUMERATOR,0,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_013_01_OBS_RATE,0.0,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_015_01_CI_LOWER,0.064,,01/01/2019,12/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_015_01_CI_UPPER,1.266,,01/01/2019,12/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_015_01_COMP_PERF,No Different than the National Benchmark,,01/01/2019,12/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_015_01_DOPC_DAYS,13394,,01/01/2019,12/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_015_01_ELIGCASES,5.220,,01/01/2019,12/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_015_01_NUMERATOR,2,,01/01/2019,12/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_015_01_SIR,0.383,,01/01/2019,12/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_016_01_DENOMINATOR,158,,10/01/2018,03/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_016_01_NUMERATOR,140,,10/01/2018,03/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_016_01_OBS_RATE,88.6,,10/01/2018,03/31/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_017_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_017_01_PPR_PD_OBS,4.61,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_017_01_PPR_PD_OBS_READM,44,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_017_01_PPR_PD_RSRR,7.03,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_017_01_PPR_PD_RSRR_2_5,5.69,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_017_01_PPR_PD_RSRR_97_5,8.50,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_017_01_PPR_PD_VOLUME,955,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_018_01_PPR_WI_COMP_PERF,No Different than the National Rate,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_018_01_PPR_WI_OBS,3.60,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_018_01_PPR_WI_OBS_READM,38,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_018_01_PPR_WI_RSRR,4.79,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_018_01_PPR_WI_RSRR_2_5,3.70,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_018_01_PPR_WI_RSRR_97_5,6.07,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_018_01_PPR_WI_VOLUME,1056,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_019_02_DTC_COMP_PERF,Worse than the National Rate,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_019_02_DTC_NUMBER,669,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_019_02_DTC_OBS_RATE,63.90,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_019_02_DTC_RS_RATE,60.04,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_019_02_DTC_RS_RATE_2_5,57.52,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_019_02_DTC_RS_RATE_97_5,62.70,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_019_02_DTC_VOLUME,1047,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_020_01_MSPB_NUMB,901,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_020_01_MSPB_SCORE,0.93,,10/01/2017,09/30/2019
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_021_01_DENOMINATOR,499,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_021_01_NUMERATOR,499,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_021_01_OBS_RATE,100.0,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_022_01_ADJ_RATE,1.4,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_022_01_DENOMINATOR,498,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_022_01_NUMERATOR,6,,07/01/2020,03/31/2021
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,I_022_01_OBS_RATE,1.2,,07/01/2020,03/31/2021
